,text,user,location
149,Κορονοϊός: Πού εντοπίζονται τα σημερινά κρούσματα #COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα… ,eretikos_gr,
150,Θα τρελαθώ... 🤗Η γλυκούλα...Κοιτάξτε μάσκα η κυριούλα... 🌹#coronavirus #maska#koronoios ,siourda1,
151,📻Στον   και την εκπομπή του  . Έρχεται ΕΣΠΑ ειδικό για την εστίαση. Ποιες ανάγκες του κλάδο… ,DafneGrigoriadi,"Αττική, Ελλάς"
152,ΔΙΑΔΏΣΤΕ ‼️ 🆘🆘🆘🆘🆘🆘#Λιγναδης_παιδεραστης #kalyteradeginetai #skfamily #PAOK #Djokovic #coronavirus #ΝΔ_ξεφτιλες… ,Robocode101,
153,ΓΕΜΑΤΑ ΚΟΡΩΝΑ ΙΟ ΤΑ ΒΙΒΛΙΑ ΤΩΝ ΒΙΒΛΙΟΘΗΚΩΝ  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus ,PANGKAKISTOS,
154,ΑΝ ΑΥΤΟ ΑΛΗΘΕΥΕΙ !!! Η #Ρωσία εκτέλεσε μεταθανάτια νεκροτομή σε ασθενή με #Covid19 ...Τελευταία νέα από τη #Ρωσία… ,FiloiEsfigmenou,
155, Η Εκκλησία έχει δείξει μεγάλη ανευθυνότητα με τον #coronavirus .Όλοι θυμόμαστε τι έκανε στα Θεοφάνεια.Αντί να στείλει…,mitosariadni,
156,Η Εκκλησία έχει δείξει μεγάλη ανευθυνότητα με τον #coronavirus .Όλοι θυμόμαστε τι έκανε στα Θεοφάνεια.Αντί να στε… ,TyraniaVapirel,
157, Παράταση στις απαγορεύσεις για τις πτήσεις εξωτερικού μέχρι τις 8 Μαρτίου #COVID19greece #κορονοιος #coronavirus #Lockdown…,kikostel69,Greece!
158,Κατά τα φαινόμενα δεν θα ξεμπλέξουμε εύκολα με τον « coronavirus»,nikathan2,"Athens, HELLAS"
159, Παράταση στις απαγορεύσεις για τις πτήσεις εξωτερικού μέχρι τις 8 Μαρτίου #COVID19greece #κορονοιος #coronavirus #Lockdown…,AXristodoulidou,Αθηνα
160,Παράταση στις απαγορεύσεις για τις πτήσεις εξωτερικού μέχρι τις 8 Μαρτίου #COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
161,Εμβολιασμός: Άμεσος στόχος ο εμβολιασμός των 60+ για την επιστροφή στην κανονικότητα #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
162,Η Μαλαισία επισπεύδει την εκκίνηση της εκστρατείας εμβολιασμού  #coronavirus #Malaysia,Kosmodromio_gr,"Αθήνα, Ελλάδα"
163,Κορωνοϊός: Ποιο το πλάνο της κυβέρνησης για το άνοιγμα του λιανεμπορίου – Ορίζοντας οι αρχές Μαρτίου #COVID19… ,TomorrowNEWS4,"Attiki, Greece"
164,Lockdown: Έτσι θα κάνουμε καλύτερο Πάσχα – Η μετακίνηση από νομό σε νομό #COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
165, Θα κλείσουν τα μαγαζιά που ψωνίζεις ένας ένας και θα ανοίξουν τα σχολεία που είναι οι πηγές της μετάδοσης... Οκ#coronavirus #…,BlumGeny,Παρέα με τον Κακό Λύκο
166,"""Όταν τελειώσει η πανδημία, θα βγουν πολλά και θα ταλαιπωρηθεί η πολιτική ζωή του τόπου"" - Κ.Γουργουλιάννης Διευθυν… ",PanagiotisMylo6,
167,Κλειστά σχολεία: Αυξάνονται τα σχολεία που βρίσκονται σε ολική ή μερική αναστολή λόγω κρουσμάτων κορωνοϊού. Ξεπέρασ… ,til_kountouris,"Athens, Greece"
168,Κορωνοϊός: Εύσημα στην Ελλάδα από διακεκριμένο καθηγητή στη Λιέγη - Επιστήμη &amp; Ζωή - Ειδήσεις - Νέα… ,vignat72,Thessaloniki
169,"Κορωνοϊός: Ασφυκτιούν οι ΜΕΘ της Αττικής – Φόβοι για αύξηση των νοσηλευομένων τις επόμενες μέρες, την ώρα που ήδη η… ",til_kountouris,"Athens, Greece"
170,Ισραήλ: Σταδιακή χαλάρωση των περιοριστικών μέτρων  #Israel #coronavirus,Kosmodromio_gr,"Αθήνα, Ελλάδα"
171,"Ολλανδία : Πολίτες, καταδώστε τους διαδηλωτές για το καλό σας  #coronavirus",Kosmodromio_gr,"Αθήνα, Ελλάδα"
172, Και το πασοκικό meme της βραδιάς #ΠΑΣΟΚ #ΚαταραμεναΛεπταWattpad #OLYPSV #Survirorgr #HouseOfFameGR #MasterChefGR #radioar…,Jan10051969,
173,"Μην λυπάστε, ο Θεός είναι μαζί μας: αφήστε την καρδιά σας να χαλαρώσει Ακούστε τα λόγια του Θεού  #coronavirus",ALESLAAMA,
174,"Είναι να απορεί κανείς με αυτά τα δεδομένα...Τελικά, ΑΝΩΜΑΛΟΙ ΑΠΟΦΑΣΙΖΟΥΝ στην Ελλάδα? ",StavrosKyriazis,
175,Κορωνοϊός: Στο έλεος της πανδημίας η Αττική - Αναλυτικά ο χάρτης #COVID19 #COVID19gr #COVID19greece #κορωνοιος… ,TomorrowNEWS4,"Attiki, Greece"
176,Μετά από 46 θανάτους σε γηροκομείο διέκοψαν την 2η φάση του 💉 ,KyriacosKy,
177,Και το πασοκικό meme της βραδιάς #ΠΑΣΟΚ #ΚαταραμεναΛεπταWattpad #OLYPSV #Survirorgr #HouseOfFameGR #MasterChefGR… ,to_pastelaki,"Μονεμβασιά, Ελλάς"
178,Η Ρωσία κατασκεύασε και τρίτο εμβόλιο κατά του ιού.,lG8CmDPvXocrXAq,
179,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
180,Κορονοϊός: Το Κουβανέζικο εμβόλιο των φτωχών #COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα… ,eretikos_gr,
181,Ιρλανδία: Δεν θα ανοίξουν τα ξενοδοχεία πριν από τα μέσα καλοκαιριού  #coronavirus,Kosmodromio_gr,"Αθήνα, Ελλάδα"
182, Πρόσφατα κυκλοφόρησε ο ψευδής ισχυρισμός πως έκθεση του οργανισμού για την έγκριση φαρμάκων και προϊόντων βιοϊατρικής τ…,nowfor3,
183, Πάμε Τελ Αβίβ να εμβολιαστούμε να πιούμε και την μπίρα μας!! Κυριάκο βλέπε να μαθαίνεις! #COVID19 #coronavirus #κορονοϊός,viralvideovlogs,കേരളം
184,Πάμε Τελ Αβίβ να εμβολιαστούμε να πιούμε και την μπίρα μας!! Κυριάκο βλέπε να μαθαίνεις! #COVID19 #coronavirus #κορονοϊός,despinapap91,
185,Παράλυση ιατρού στην Κέρκυρα: Το πόρισμα αποκλείει συσχετισμό των συμπτωμάτων με το εμβόλιο #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
186,Έχουν συγχωνευθεί δύο παραλλαγές coronavirus - εδώ πρέπει να γνωρίζετε  μέσω ,MELPO56,ΑΡΧΑΙΑ ΙΘΩΜΗ
187, ΜΑΖΕΥΟΝΤΑΙ ΟΙΓΙΑΝΝΙΩΤΕΣ ΣΤΑ ΚΑΦΕΝΕΙΑ ΤΩΝ ΧΩΡΙΩΝΠΟΥ ΠΑΝΕ ΔΗΘΕΝ ΓΙΑ ΑΘΛΗΣΗ ...ΚΑΙ Η ΑΣΤΥΝΟΜΙΑ ΚΟΙΜΑΤΑΙ ....  #Covid_19 #CO…,PANGKAKISTOS,
188, Ακούστε τι ζούμε ένα χρόνο τώρα: Εργαζόμενη σε επιχείρηση ανεβάζει πυρετό.Κάνει (rapid) test &amp; βγαίνει θετική σε Covid-19. Την…,milti_adis,
189,Θεσσαλονίκη: Rapid test σε πεζούς την Κυριακή στα Μετέωρα #COVID19greece #κορονοιος #coronavirus #Lockdown3… ,eretikos_gr,
190,Κορονοϊός: Ο χάρτης της διασποράς#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος… ,eretikos_gr,
191,"Βάνα Παπαευαγγέλου: Την Τετάρτη 24/2, με βάση τα νέα επιδημιολογικά δεδομένα, θα συζητηθεί το τι θα ισχύσει στην Ατ… ",til_kountouris,"Athens, Greece"
192,Ακούστε τι ζούμε ένα χρόνο τώρα: Εργαζόμενη σε επιχείρηση ανεβάζει πυρετό.Κάνει (rapid) test &amp; βγαίνει θετική σε Co… ,gegenos,"Rethymno, Crete"
193,Θολώνουν τις σκέψεις των ειδικών οι μεταλλάξεις – Ποιες συνθήκες οδηγούν παράταση του lockdown; #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
194,Έντεκα τα κρούσματα εδώ σε σχολική μονάδα! Έχετε γεια βρυσούλες! #Covid_19 #coronavirus #lockdown,evi2412,SAMOS
195,Όλο το soundtrack από τις #AgriesMelisses και ένα καλό βιβλίο: Σαββατάρα (στα χρόνια του coronavirus)... 🎼 + 📖 = ☺️,itsxenk,"Hamburg, Germany"
196,Έχουν συγχωνευθεί δύο παραλλαγές coronavirus – εδώ πρέπει να γνωρίζετε ,MELPO56,ΑΡΧΑΙΑ ΙΘΩΜΗ
197,Πρόσφατα κυκλοφόρησε ο ψευδής ισχυρισμός πως έκθεση του οργανισμού για την έγκριση φαρμάκων και προϊόντων βιοϊατρικ… ,ellinikahoaxes,Χρυσοσπάθη 2 Θεσ/νικη ΤΚ54629
198,Κορωνοϊός: Νέα 1.424 κρούσματα - Αυξάνεται η πίεση στις ΜΕΘ #COVID19 #COVID19gr #COVID19greece #κορωνοιος… ,TomorrowNEWS4,"Attiki, Greece"
199,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
200,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
201,#Κορωνοϊός: Την ημέρα που τα ζώα εξεγέρθηκαν εναντίον των ανθρώπων ... Ένα #οικολογικό #παραμύθι! Του Dimitri de Bo… ,Infoenv,
202,Lockdown: Ορίζοντας για την κυβέρνηση η 1η Μαρτίου – Ποιες δραστηριότητες ενδέχεται να λειτουργήσουν ξανά; #COVID19… ,TomorrowNEWS4,"Attiki, Greece"
203,     μάλλον αυτοί ανήκουν στην Αφρική.,c_mandas,
204,"    ""An experimental coronavirus drug which is now being trialled o… ",Reggas1,Νότια βαλκανική
205,     βαρέθηκα να ψάχνω που αλλού.,c_mandas,
206,Σαν να λέμε «Παγκόσμια ημέρα #COVIDー19» #coronavirus #pandemic #κορονοϊός ,traGanoPatataki,Greece
207,ΜΑΖΕΥΟΝΤΑΙ ΟΙΓΙΑΝΝΙΩΤΕΣ ΣΤΑ ΚΑΦΕΝΕΙΑ ΤΩΝ ΧΩΡΙΩΝΠΟΥ ΠΑΝΕ ΔΗΘΕΝ ΓΙΑ ΑΘΛΗΣΗ ...ΚΑΙ Η ΑΣΤΥΝΟΜΙΑ ΚΟΙΜΑΤΑΙ ....… ,PANGKAKISTOS,
208,Κι επειδή δεν μας έφτανε ο #coronavirus χωρίζει και η Kim το Kanye! Τι να πω... άλλο κακο να μη μας βρει! Καλημέρα σε όλους!,Margare55737106,Downing Street 
209, Σκορσέζε : Η μαγεία του κινηματογράφου χάνεται στις υπηρεσίες streaming  #scorsese  #martinscors…,Jobeto9,
210, Σκορσέζε : Η μαγεία του κινηματογράφου χάνεται στις υπηρεσίες streaming  #scorsese  #martinscors…,tzavelaniki,Ελλάς
211, Το Associated Press για το κανάλι εκπαίδευσης που δημιουργήθηκε μέσα στο σχολείο που λειτουργεί στο Ειδικό Κατάστημα Κράτ…,faidr,"Athens, Greece"
212,Κορωνοϊός: Συνεχίζει να «χτυπά» η πανδημία τη χώρα - Ποιες περιοχές σηκώνουν το βαρύ φορτίο; #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
213,Σκορσέζε : Η μαγεία του κινηματογράφου χάνεται στις υπηρεσίες streaming  #scorsese… ,naftemporikigr,"Athens, Greece"
214,"Οι γιατροί της Intermountain Healthcare, στις ΗΠΑ, ανακοίνωσαν νέες οδηγίες μαστογραφίας την Τρίτη ως απάντηση σε μ… ",StavrosKyriazis,
215, Το Associated Press για το κανάλι εκπαίδευσης που δημιουργήθηκε μέσα στο σχολείο που λειτουργεί στο Ειδικό Κατάστημα Κράτ…,gretzovi,Ελλάς
216, Το Associated Press για το κανάλι εκπαίδευσης που δημιουργήθηκε μέσα στο σχολείο που λειτουργεί στο Ειδικό Κατάστημα Κράτ…,dama_pi,
217, Το Associated Press για το κανάλι εκπαίδευσης που δημιουργήθηκε μέσα στο σχολείο που λειτουργεί στο Ειδικό Κατάστημα Κράτ…,l_lefkothea,
218, Το Associated Press για το κανάλι εκπαίδευσης που δημιουργήθηκε μέσα στο σχολείο που λειτουργεί στο Ειδικό Κατάστημα Κράτ…,stefighter,
219,Το Associated Press για το κανάλι εκπαίδευσης που δημιουργήθηκε μέσα στο σχολείο που λειτουργεί στο Ειδικό Κατάστημ… ,Nora98869740,Anywhere
220," Διαβάσατε τι παρατήρησε ο Jonathan ;Και, πιθανώς, την αιτία τών μεταλλάξεων τού coronavirus.Ποιές Αφρικές και κουραφέξαλα…",Kostas_mania,στο Παγασητικο γυρω-γυρω
221, ΑΠΟ ΤΗΝ ΜΙΑ ΓΕΛΟΙΟΤΗΤΑ ΣΤΗΝ ΑΛΛΗ ...ΚΑΤΙ ΔΕΝ ΠΑΕΙ ΚΑΛΑ ΓΕΝΙΚΩΣ  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronav…,PANGKAKISTOS,
222,«Ναι» στην διπλή μάσκα λέει το CDC! Πότε ΔΕΝ το συνιστά #COVID19greece #κορονοιος #coronavirus #Lockdown3… ,eretikos_gr,
223,Κορονοϊός: Ενδείξεις ότι προήλθε από εργαστήριο της Γουχάν –Τι έδειξε έρευνα #COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
224,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
225,Κορονοϊός: Στο «κόκκινο» οι ΜΕΘ στην Αττική #COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος… ,eretikos_gr,
226,Δωρεάν rapid tests στον Πειραιά από τη Δευτέρα #COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα… ,eretikos_gr,
227,"Αυστρία: Επικρίνει τον Ευρωπαϊκό Οργανισμό Φαρμάκων για καθυστερήσεις στην έγκριση εμβολίων, τονίζοντας την ανάγκη… ",bankingnewsgr,"Athens, Greece"
228,"Η Ευρωπαϊκή Ένωση διπλασιάζει τη συνεισφορά της σε εμβόλια κορωνοϊού, στο COVAX  #COVAX… ",bankingnewsgr,"Athens, Greece"
229,   το οτι ολα τα εμβολια ειναι σε πειραματικό σταδιο δεν σε προβληματίζει καθο… ,karapiperim3,here and there
230, Αυτό είναι το πιστοποιητικό εμβολιασμού - Από σήμερα 19/2 η βεβαίωση για όσους έκαναν τις δύο δόσεις …,MylwnaXrusa,Αθήνα κόρη του ουρανού!!!!!
231,Αυτό είναι το πιστοποιητικό εμβολιασμού - Από σήμερα 19/2 η βεβαίωση για όσους έκαναν τις δύο δόσεις… ,bankingnewsgr,"Athens, Greece"
232,"Σε συναγερμό η Ιαπωνία, επιβεβαίωσε νέα #μεταλλαξη  του #COVID19  #coronavirus #pandemia",bankingnewsgr,"Athens, Greece"
233,Handelsblatt: Η Ελλάδα παρατείνει το #lockdown  - Η Ευρώπη φοβάται το τρίτο κύμα πανδημίας … ,bankingnewsgr,"Athens, Greece"
234,Γεωργιάδης: ''Πλησιάζει το άνοιγμα της εστίασης'' #COVID19 #COVID19gr #COVID19greece #κορωνοιος #lockdown2gr… ,TomorrowNEWS4,"Attiki, Greece"
235," Τελικά εσείς που πιστεύετε ότι το εμβόλιο θα σας αλλάξει το DNA.,δείτε το και ως μια πιθανότητα ατομικής σας  βελτίωσης.Μ…",AngelShamal,"Σαλαμίνα, Ελλάς"
236, Στα 91 τεστ για #κορονοιος σήμερα τα 2 θετικά #coronavirus,kontoxwrianos,Μακεδονία
237,Στα 91 τεστ για #κορονοιος σήμερα τα 2 θετικά #coronavirus,mamounaki_,Αθηνα
238,Πλούσια κράτη έχουν «αποθηκεύσει» ένα δισεκατομμύριο δόσεις εμβολίων παραπάνω από όσο χρειάζονται  #COVID19… ,bankingnewsgr,"Athens, Greece"
239,"Τελικά εσείς που πιστεύετε ότι το εμβόλιο θα σας αλλάξει το DNA.,δείτε το και ως μια πιθανότητα ατομικής σας  βελτ… ",anektikos_,
240,Κορωνοϊός: Νέα 1.460 κρούσματα - «Ψήνεται» η Αττική με 722 #COVID19 #COVID19gr #COVID19greece #κορωνοιος… ,TomorrowNEWS4,"Attiki, Greece"
241,Γιατί δεν βάζουμε περικεφαλαίες να τελειώνουμε αφού εκεί πάμε #lockdown #coronavirus #COVID19 #κυβερνηση_τσιρκο… ,iBUZsMxuo9kEr0k,
242,Από σήμερα κι άλλες πόλεις σε #lockdown - #covid19 - Η ΔΙΑΔΡΟΜΗ ®  #CoronaVirus #covidGR… ,faymple,athens
243,ΜΕΤΑΛΛΑΞΗ #coronavirus με Κυπριακή ονομασία ! ,Anaktisis1,HOMO HOMINI LUPUS ! 
244,ΖΙΤΣΑ ...ΓΝΩΣΤΗ ΓΙΑ ΤΑ ΚΟΚΚΙΝΑ ΚΡΑΣΙΑ ΤΗΣ  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus… ,PANGKAKISTOS,
245,ΑΠΟ ΤΗΝ ΜΙΑ ΓΕΛΟΙΟΤΗΤΑ ΣΤΗΝ ΑΛΛΗ ...ΚΑΤΙ ΔΕΝ ΠΑΕΙ ΚΑΛΑ ΓΕΝΙΚΩΣ  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak… ,PANGKAKISTOS,
246,"Τριπλή άνοδος σε #κρουσματα , θανάτους και διασωληνωμένους #coronavirus #COVID #COVID19 #κορονοϊός #ΕΟΔΥ",smaniatis1,"Gerakas, Athens, Greece"
247, Αβεβαιότητα για την διάρκεια του αποτελέσματος υπάρχει και για μετά τη 2η δόση όπως διαβάζω στον Π… ,spyros_dovas,Athens Greece
248,ΜΑΣ ΠΗΡΕ ΣΒΑΡΝΑ Ο ΚΟΡΩΝΑ ΙΟΣ....ΤΑΓΑΡΙΑ  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus ,PANGKAKISTOS,
249,ΙΤΑΛΙΑ 15479 ΚΡΟΥΣΜΑΤΑ 353 ΘΑΝΑΤΟΙ ΜΕΓΑΛΗ ΑΝΟΔΟΣ ... #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus… ,PANGKAKISTOS,
250, ΦΛΕΓΕΤΑΙ Η ΗΠΕΙΡΟΣ ΚΑΤΙ ΔΕΝ ΠΑΕΙ ΚΑΛΑ ΓΙΑΤΙ ΣΙΩΠΟΥΝ ;;;;; #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus…,stathismt,κερκυρα
251,ΦΛΕΓΕΤΑΙ Η ΗΠΕΙΡΟΣ ΚΑΤΙ ΔΕΝ ΠΑΕΙ ΚΑΛΑ ΓΙΑΤΙ ΣΙΩΠΟΥΝ ;;;;; #Covid_19 #COVID19 #Corona #CoronavirusOutbreak… ,PANGKAKISTOS,
252,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
253," Στην αρχη δεν ειχαν καν μασκες σπιτια τους , μετα απο ενα χορο εκατομμυριων παιζανε σποτακια πως να φτιαξουμε μασκες απο π…",NbcApocalyptic,United States-European Union
254," Οι νεκροί από Covid στις ΗΠΑ ξεπέρασαν το μισό εκατομμύριο. Για να καταλάβουμε το μέγεθος, κρατήστε ότι στις ΗΠΑ ο καρ…",GPerdikaris,"Jakarta, W. Java, Indonesia "
255, #Ισραήλ: Με πιστοποιητικό εμβολιασμού η είσοδος σε γυμναστήρια και πισίνες - Φυλακή όσοι το πλαστογραφήσουν   #COVID19 #…,MylwnaXrusa,Αθήνα κόρη του ουρανού!!!!!
256,#Ισραήλ: Με πιστοποιητικό εμβολιασμού η είσοδος σε γυμναστήρια και πισίνες - Φυλακή όσοι το πλαστογραφήσουν… ,bankingnewsgr,"Athens, Greece"
257,Ανατροπή για το #εμβόλιο Pfizer/BioNTech: Δεν χρειάζεται ψύξη στους -70°C λένε τώρα οι εταιρείες  #COVID19… ,bankingnewsgr,"Athens, Greece"
258, Έρευνα Πανεπιστημίου του Αμβούργου: Ενδείξεις ότι ο κορωνοϊός προήλθε από ατύχημα σε εργαστήριο #κορωνοϊός #COVID19 #co…,GPerdikaris,"Jakarta, W. Java, Indonesia "
259,Έρευνα Πανεπιστημίου του Αμβούργου: Ενδείξεις ότι ο κορωνοϊός προήλθε από ατύχημα σε εργαστήριο #κορωνοϊός… ,bankingnewsgr,"Athens, Greece"
260," Διαβάσατε τι παρατήρησε ο Jonathan ;Και, πιθανώς, την αιτία τών μεταλλάξεων τού coronavirus.Ποιές Αφρικές και κουραφέξαλα…",ky77733,Osaka City Japan 🇯🇵
261,Μεταμφιέστηκαν σε... γιαγιάδες και κατάφεραν να λάβουν την πρώτη δόση του εμβολίου κατά του κορωνοϊού  #COVID19… ,bankingnewsgr,"Athens, Greece"
262,ΕΛΒΕΤΙΑ ΣΗΜΕΡΑΚΡΟΥΣΜΑΤΑ 1021ΘΑΝΑΤΟΙ 10PCR TESTS 31027  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak… ,PANGKAKISTOS,
263, Κάπως έτσι:,XyzContagion,Greece
264," Κορονοϊού στις ΗΠΑ(Εντάξει, αστείο ήταν) 😃",XyzContagion,Greece
265,Κορωνοϊός: Σήμερα η απόφαση για τη χρήση διπλής μάσκας – Που θα καθίσταται υποχρεωτική; #COVID19 #COVID19gr… ,TomorrowNEWS4,"Attiki, Greece"
266,Ο κορωνοϊός θα παραμείνει ανάμεσα μας – Τι συνεπάγεται αυτό για την υφήλιο; #coronavirus #COVID19 #Covid_19… ,reformer_gr,
267,  Ανέκδοτο (και λυπάμαι για τη λέξη)… ,k_farsalinos,ΕΛΛΑΣ
268,ΠΗΡΕ ΦΩΤΙΆ ΤΟ ΚΟΡΔΕΛΙΌ..  (και ο Εύοσμος) 🙄 #lockdown 🚫⛔🆘️ #coronavirus ☣,SakisVasilias,"Θεσσαλονίκη, Ελλάς"
269,Κορωνοϊός: Μεταλλάξεις και Αττική και φέρνουν παράταση του lockdown – «Παράθυρο» για το click away #COVID19… ,TomorrowNEWS4,"Attiki, Greece"
270,Θωμαΐδης: «Πιθανή η παράταση του lockdown για μία εβδομάδα»,newsbeast,"Athens, Greece"
271,Ο ιός δεν θα εξαφανιστεί έτσι απλά  #Germany #Coronavirus  ,Sigmalivecom,Cyprus
272,Έχω όρεξη να πιώ σήμερα...#fridaynight #fridaymood #coronavirus #COVID,itskordelakias,"Αττική, Ελλάς"
273,Βεβαίωση εμβολιασμού από σήμερα!#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός… ,eretikos_gr,
274,Γερμανική έρευνα: Ο #κορονοιος ενδέχεται να προήλθε από ατύχημα σε εργαστήριο της Ουχάν,newsbeast,"Athens, Greece"
275,Εντοπίστηκε νέο στέλεχος του κορονοϊού στην Ιαπωνία #COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα… ,eretikos_gr,
276,Τζανάκης: «Δεν πρέπει να τελειώσει το lockdown πριν τις 10 Μάρτη»! video#COVID19greece #κορονοιος #coronavirus… ,eretikos_gr,
277,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
278,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
279,Γερμανική έρευνα: Ο κορονοϊός ενδέχεται να προήλθε από ατύχημα σε εργαστήριο της Ουχάν,nefeli16083957,
280,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
281,#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα#κορωνοιος #κορονοϊός #lockdown2021 #COVID19 #COVID… ,eretikos_gr,
282,"Κάναμε τα πέντε, τέσσερα - που τα τραβάμε σε 3 διαφορετικές ώρες ΚΑΘΕ μέρα.Ενώ θα έπρεπε απλά να έχουμε ΕΝΑ dashb… ",herogrig,London
283,Ασφάλεια εμβολίων έναντι του SARS-CoV-2 #coronavirus #COVID #SARS_CoV_2 #vaccine #εμβολια  ,political_bank,
284,Νέα #παραλλαγή του κορονοϊού εντοπίστηκε στην #Ιαπωνία #coronavirus #COVIDー19 #κορονοϊός ,smaniatis1,"Gerakas, Athens, Greece"
285," Ούτε μονές, ούτε διπλές...  #κρουσματα #κορωνοιος  #COVID19 #coronavirus ",DimitrisKrantas,Μηχανιωνα
286,"Τι ισχύει με τη διπλή μάσκα: Πώς πρέπει να τη φοράμε, σε ποιες περιπτώσεις η μία είναι αρκετή#λοκνταουν… ",newsbeast,"Athens, Greece"
287,Ο κορoνοϊός θα παραμείνει ανάμεσα μας – Τι συνεπάγεται αυτό για όλους μας; | Capital  -Θα ζ… ,Manos81A,
288,: «Από σήμερα η βεβαίωση εμβολιασμού» – Όσα χρειάζεστε για έκδοση#εμβολιο #εμβολιασμος,newsbeast,"Athens, Greece"
289, Ένα δισ. #εμβολια  «καβάτζα» για τα πλούσια #κράτη#coronavirus #COVID19 ,corona_tweet,
290,Ένα δισ. #εμβολια  «καβάτζα» για τα πλούσια #κράτη#coronavirus #COVID19 ,smaniatis1,"Gerakas, Athens, Greece"
291," Διαβάσατε τι παρατήρησε ο Jonathan ;Και, πιθανώς, την αιτία τών μεταλλάξεων τού coronavirus.Ποιές Αφρικές και κουραφέξαλα…",elvis_perla,
292,"Ούτε μονές, ούτε διπλές...  #κρουσματα #κορωνοιος  #COVID19 #coronavirus ",karapanagiotidu," Μακεδονία, Ελλάς"
293,"  Τώρα παρακαλάμε τους κατασκευαστές, σε λίγο θα μας παρακαλούν αυτοί. Πιθανότατα θα εγκριθεί το… ",pirpirikos,Switzerland
294," Από τις 12-18 Φεβρουαρίου, δηλαδή μέσα σε 6 ημέρες,  καταγράφηκαν 558 κρούσματα κορωνοϊού σε άτομα ηλικίας μέχρι 17 ετώ…",skroutzaki,
295,"👉 Όλες οι τελευταίες εξελίξεις για την πορεία της πανδημίας στην χώρα μας, συνοπτικά και ουσιαστικά, σε ένα ακόμη ε… ",clipnewsgr,"Athens, Thessaloniki, Greece"
296,"Από τις 12-18 Φεβρουαρίου, δηλαδή μέσα σε 6 ημέρες,  καταγράφηκαν 558 κρούσματα κορωνοϊού σε άτομα ηλικίας μέχρι 17… ",til_kountouris,"Athens, Greece"
297,"Μην γκρινιάζετε για το ψύχος.Τα εμβόλια θέλουν""κατάψυξη""!🥶💉#εμβολια #εμβόλιο #BillGates #conspiracy #coronavirus… ",4Ff5XaGHurBTrsa,Ελλάς
298,"Στα 2,5 εκατομμύρια οι θάνατοι #Coronavirus",briefcy,Cyprus
299,Δεν θέλω να μας στεναχωρήσωαλλάμε 1400 κρούσματα και 80% πληρότηταστις ΜΕΘπάμε γιααυστηρότεροχειρότερο… ,_Erga_Omnes_,
