,text,user,location,label,Hash words
317,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,JackSparrow3916,Ελλάς,1,No hashtags
318,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,ArchaiosPolitis,Εδώ που είμαι,1,No hashtags
319,λουτράκι: κρούσμα κορονοϊού γυμνάσιο,nemeapress,"Nemea, Korinthia, Greece",1,No hashtags
320,μητροπολίτης φθιώτιδος: Σε καραντίνα επαφή θετικό κρούσμα,viotiashop,,1,No hashtags
321,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,oneiropagida__,,1,No hashtags
322,"φίλος σήμερα έλεγε κλείνοντας τμήμα γιου κρούσμα, έμαθαν μόνο 3 παιδια ταξη …",Kiriaki03664489,athens,1,No hashtags
323,συναγερμός λουτράκι: κρούσμα κορονοϊού γυμνάσιο,tromaktiko_blog,Athens,1,No hashtags
324,φθιώτιδος συμεών: Σε καραντίνα επαφή θετικό κρούσμα via,sentrakastoria,kastoria,1,No hashtags
325,κρούσμα είσαι θετικόοοο(σε ρυθμο τραυμα ανοιχτοο βίσση),servitwraia,Θεσσαλονίκη,1,No hashtags
326,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,smkoulouri1,Greece ,1,No hashtags
327,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,fayssecretsssss,"Αττική, Ελλάς",1,No hashtags
328,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,Siapan76,Ελλάς,1,No hashtags
329,πάνω κάτω ναι. Με κρούσμα τμήμα ειδοποιούν εοδυ ότι κλείνουν τμήμα απλά περιμένουν τ…,VoriaKypria,"Κεντρική Μακεδονία, Ελλάς",1,No hashtags
330,κρούσμα κορονοϊού γυμνάσιο λουτρακίου - Το τμήμα κλείνει,loutraki365,,1,No hashtags
331,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,emilios_plg9,zakynthos/zante  greece,1,No hashtags
332,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,GlavasThomas,,1,No hashtags
333,λόγω σκηνικού ναζω χερι φωτιά κρούσμα!ολες παραγωγες ραπιντ ειν…,EvaKarafina,Greece ,1,No hashtags
334,πρώτο κρούσμα βρετανικής μετάλλαξης καβάλα,habitleutheris,Kavala,1,No hashtags
335,πρώτο κρούσμα βρετανικής μετάλλαξης καβάλα,enachannl,"Kavala, Greece",1,No hashtags
336,μητροπολίτης φθιώτιδος: Σε απομόνωση επαφή θετικό κρούσμα,thestival,Thessaloniki,1,No hashtags
337,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,ntinagiann,,1,No hashtags
338,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,skroutzaki,,1,No hashtags
339,κρούσμα κορονοϊού γυμνάσιο λουτρακίου - -,loutrakiblog,Λουτράκι Κορινθίας,1,#loutrakiblog
340,κρούσμα κορονοϊού γυμνάσιο λουτρακίου - -,loutrakiblog,Λουτράκι Κορινθίας,1,#loutrakiblog
341,"φίλος σήμερα έλεγε κλείνοντας τμήμα γιου κρούσμα, έμαθαν μόνο 3 παιδια ταξη…",katKaterinaki1,Athens,1,No hashtags
342,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,nayiahal,"Λάρισα, Ελλάς",1,No hashtags
343,κορονοϊός: ένα νέο κρούσμα ιθάκη,inkefaloniagr,"Kefalonia, Greece",1,No hashtags
344,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,the_hound_dog,Κλειδοκράτορας στη Neverland,1,No hashtags
345,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,PapamihailMaria,"Θεσσαλονίκη, Ελλάς",1,No hashtags
346,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,alogasar72,Ελλάς,1,No hashtags
347,κορωνοϊός: κανένα νέο κρούσμα ροδόπη – 37 αμθ -,fonirodopis,Κομοτηνή,1,No hashtags
348,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,lena_lenaki_len,,1,No hashtags
349,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,anga_lenga,athens,1,No hashtags
350,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,Stefani33416827,Στα βουνά,1,No hashtags
351,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,LiourosMelanie,"Θεσσαλονίκη, Ελλάς",1,No hashtags
352,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,Giorgosstefano2,"Αττική, Ελλάς",1,No hashtags
353,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν πόνους…,Mitsogrande,Argonath ,1,No hashtags
354,όλη μέρα ανοιχτά παράθυρα δημοτικό επειδή υπήρχε κρουσμα κορονοϊου. αποτέλεσμα παιδιά γυρίσουν με…,nikolastelos,,1,No hashtags
355,μητροπολίτης φθιώτιδος: Σε καραντίνα επαφή θετικό κρούσμα,JIMBARAC,,1,No hashtags
356,κέρκυρα: 1 κρούσμα μεταλλαγμένου στελέχους κορονοϊού.,corfutvnews,"Κέρκυρα, Ελλάς",1,No hashtags
357,1 κρούσμα σήμερα π.ε. ξάνθης / 1.400 χώρα,xanthipost,ΞΑΝΘΗ,1,No hashtags
358,ένα νέο κρούσμα εντοπίστηκε ξάνθη,Empros_xanthis,"xanthi, greece",1,No hashtags
359,Σε απομόνωση μητροπολίτης κ. συμεών επαφή θετικό κρούσμα,fouitgr,kastoria,1,No hashtags
360,κρούσμα κορωνοϊού ακόμα δημοτικό σχολείο τρίπολης μέσω ραδιοφωνία τρίπολης,elenitraka,Τρίπολη,1,No hashtags
361,κρούσμα κορωνοϊού ακόμα δημοτικό σχολείο τρίπολης -,drt915,Τρίπολη ,1,No hashtags
362,κρούσμα κορωνοϊού 9ο δημοτικό σχολείο τρίπολης,ArcadiaPortal,"Tripoli, Greece",1,No hashtags
363,κρούσμα κορωνοϊού έκλεισε όλη Γ’ τάξη λύκειο λάρισας,e_thessalia,"Volos, Greece",1,No hashtags
364,συναγερμός alpha κρούσμα κορωνοϊού,Anichneftis,"Αττική, Ελλάς",1,No hashtags
365,τρίτο κρούσμα κορωνοϊού 2ο λύκειο καβάλας μέσω,KavalaWebNewsGR,Kavala - Greece,1,No hashtags
366,"κρούσμα κορωνοϊού τμήμα 1ου επαλ - καβάλα, πρωϊνή, ραδιόφωνο, εφημερίδα καβάλας, νέα, καβάλα ειδήσεις, μ…",proininews,"Kavala, Greece ",1,No hashtags
367,κρούσμα covid-19 τηλεοπτικό σταθμό alpha,zougla_online,Greece,1,No hashtags
368,συναγερμός alpha κρούσμα κορωνοϊού,AXristodoulidou,Αθηνα,1,No hashtags
369,επιβεβαιωμένο κρούσμα κορωνοϊού 1ο επαλ καβάλας μέσω,KavalaWebNewsGR,Kavala - Greece,1,No hashtags
370,συναγερμός alpha κρούσμα κορωνοϊού,rikoulini,"Χαλκίδα, Ελλάς",1,No hashtags
371,συναγερμός alpha κρούσμα κορωνοϊού,Panagrod21,"Αττική, Ελλάδα",1,No hashtags
372,κρούσμα κορωνοϊού έκλεισε όλη Γ’ τάξη λύκειο λάρισας,ASTRATV1,Volos,1,No hashtags
373,κρούσμα κορωνοϊού έκλεισε όλη Γ’ τάξη λύκειο λάρισας,onlarissa,"larissa, thessaly",1,No hashtags
374,συναγερμός alpha κρούσμα κορωνοϊού,TOPONTIKI,"Athens, Greece",1,No hashtags
375,κρούσμα υφ-υπουργικό γραφείο...,koumdros,greece,1,#covid19gr
376,kλειστό τμήμα παιδικού βρέθηκε κρούσμα κορωνοϊού,cretalive,Crete,1,No hashtags
377,1 θετικό κρούσμα τεστ έγιναν σήμερα -,energospolitis2,Τρίκαλα,1,No hashtags
378,ένα θετικό κρούσμα rapid test μανδράκι,ParaponaRodou,Rhodes Greece,1,#ΚΟΡΩΝΟΪΌΣ #ΤΟΠΙΚΑ
379,νέο κρούσμα covid 1ο λύκειο τρίπολης - κλείνουν άλλα τμήματα -,drt915,Τρίπολη ,1,No hashtags
380,νέο κρούσμα κορωνοϊού 2ο λύκειο καβάλας μέσω,KavalaWebNewsGR,Kavala - Greece,1,No hashtags
381,kλειστό 14 ημέρες τμήμα παιδικού σταθμού βρέθηκε κρούσμα – ενδέχεται κλείσει όλος παιδικός,NewsEnergi,"Ιεράπετρα, Ελλάς",1,No hashtags
382,κρούσμα κορωνοϊού 3ο λύκειο τρίπολης,wwwflynewsgr,FLY FM 89.7 radio,1,No hashtags
383,κορονοϊός: ένα βήμα «λουκέτο» 2ο λύκειο καβάλας. και δεύτερο κρούσμα μαθητή…,kavalapostgr,"Kavala, Greece",1,No hashtags
384,μόλις κρούσμα 218 rapid test κασσιώπη αχαράβη - κέρκυρα σήμερα,XONDROGIANNI,CORFU GREECE,1,No hashtags
385,μόλις κρούσμα 218 rapid test κασσιώπη αχαράβη - σήμερα,XONDROGIANNI,CORFU GREECE,1,#Κέρκυρα
386,μόλις κρούσμα 218 rapid test κασσιώπη αχαράβη - σήμερα,kerkyrasimera,"Κέρκυρα, Ελλάς",1,#Κέρκυρα
387,μόλις κρούσμα 218 rapid test κασσιώπη αχαράβη - κέρκυρα σήμερα,kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
388,επιβεβαιωμένο κρούσμα κορονοϊού δημοτικό σχολείο άρτας &amp;#8211; Τι λέει διευθυντής σχολείου,maistros10,"Δυτική Ελλάδα, Ελλάς",1,No hashtags
389,επιβεβαιωμένο κρούσμα κορονοϊού δημοτικό σχολείο άρτας &amp;#8211; Τι λέει διευθυντής σχολείου,arta2day,Άρτα,1,No hashtags
390,που καταγράφηκε χθεσινό κρούσμα ΠΕ καστοριάς,fouitgr,kastoria,1,No hashtags
391,kλειστό 14 ημέρες τμήμα παιδικού σταθμού βρέθηκε κρούσμα - ενδέχεται κλείσει όλος παιδικός |…,radiolasithi923,"Ierapetra, Greece",1,No hashtags
392,κρούσμα κορωνοϊού μαθητή 1ου γε.λ. τριπόλεως - κλείνουν δύο τμήματα -,drt915,Τρίπολη ,1,No hashtags
393,κρούσμα κορωνοϊού 1ο γενικο λύκειο τρίπολης - έκλεισε τμήμα,ArcadiaPortal,"Tripoli, Greece",1,No hashtags
394,δημος ανδραβίδας – κυλλήνης: μόνο κρούσμα covid-19,SporadesTv,sporades,1,No hashtags
395,"εντωμεταξύ έχω έρθει επαφή άνθρωπο ήρθε επαφή άνθρωπο ήρθε επαφή επιβεβαιωμένο κρούσμα,έχ…",ChatziSoti,,1,No hashtags
396,"νέο κρούσμα κορωνοϊού λευκάδα, 17/2",lefkadaonline,Ελλάς,1,No hashtags
397,ρόδος: εντοπίστηκε κρούσμα rapid test μανδράκι ρόδος-εντοπίστηκε-κρούσμα-σε-rapid-test-στο-μα/,rodosreport,Ρόδος,1,No hashtags
398,κρούσμα κορονοϊού εκπαιδευτικό – κλείνει 7ο δημοτικό σχολείο χίου μέσω,patridachios,"Χίος, Ελλάς",1,No hashtags
399,κορονοϊός: Σε καραντίνα μαθητές γυμνασίου - κρούσμα καθηγήτρια -,irafinagr,,1,No hashtags
400,κρούσματα ανά νομό σήμερα 17 φεβρουαρίου-1 κρούσμα λευκάδα-2 πρέβεζα,lefkadatoday,,1,No hashtags
401,κρούσμα κορονοϊού κλείνει 7ο δημοτικό σχολείο χίου,istevis,Chios Greece,1,No hashtags
402,άλλο νέο κρούσμα κορονοϊού ΠΕ λευκάδας ανακοίνωσε σήμερα τετάρτη εοδυ,lefkadanews,Greece,1,No hashtags
403,εοδυ: ένα νέο κρούσμα κορονοϊού ροδόπη,SporadesTv,sporades,1,No hashtags
404,επιβεβαιωμένο κρούσμα 7ο δημοτικό σχολείο χίου | ειδήσεις χιακος λαός - ειδήσεις χίο - βόρειο αιγαίο,steliosarantis,Chios ,1,No hashtags
405,κρούσμα κορωνοϊού κλείνει τέσσερα τμήματα γυμνασίου μοιρών,cretalive,Crete,1,#cretalive
406,κορονοϊος: θετικο κρουσμα ΣΕ εκπαιδευτικο που υπηρετει στη χιο,chiospress,chios,1,No hashtags
407,κορωνοϊός: μόλις κρούσμα ροδόπη -,fonirodopis,Κομοτηνή,1,No hashtags
408,κορωνοϊός: μόλις κρούσμα ροδόπη - κορωνοϊός-μόλις-ένα-κρούσμα-στη-ροδόπ/,fonirodopis,Κομοτηνή,1,No hashtags
409,μόνο 1 νέο κρούσμα κορωνοϊού ροδόπη,Paratiritis_Thr,Κομοτηνή,1,No hashtags
410,συναγερμός περιφέρεια στερεάς κρούσμα κορωνοϊού,Grv123Elena,"Λαμία, Ελλάς",1,No hashtags
411,κρούσμα covid δημοτικό στουπας. καλά κρασιά,sditikimani,MESSINIA.    GREECE.  ,1,No hashtags
412,λαμία – κορονοϊός: έκλεισε τάξη δημοτικού κρούσμα μαθητή – ανησυχία διασπορά - -,vimapress,Hellas,1,No hashtags
413,δεύτερο κρούσμα κορωνοϊού 2ο δημοτικό σχολείο τρίπολης,ArcadiaPortal,"Tripoli, Greece",1,No hashtags
414,κρούσμα κορωνοϊού 2ο λύκειο τρίπολης,ArcadiaPortal,"Tripoli, Greece",1,No hashtags
415,κρούσμα covid μαθητή 3ου λυκείου τρίπολης -,drt915,Τρίπολη ,1,No hashtags
416,"έκλεισε κρούσμα όλο σχολείο… • epiruspost • ειδήσεις, ιωάννινα, άρτα, πρέβεζα, θεσπρωτία",EpirusPost_GR,Ioannina,1,No hashtags
417,συναγερμός κρούσμα κορωνοϊού περιφέρεια στερεάς,cretalive,Crete,1,No hashtags
418,κρούσμα κορωνοϊού 3ο γενικο λύκειο τρίπολης - έκλεισε τμήμα,ArcadiaPortal,"Tripoli, Greece",1,No hashtags
419,μεσσηνία: κρούσμα κορωνοϊού δημοτικό σχολείο – έκλεισε τμήμα,Gargalianoi1,Gargalianoi,1,No hashtags
420,exofitsio: κέρκυρα: νέα κρούσμα παράλυσης κάτω άκρα ...,eXofitsio,Greece,1,No hashtags
421,95 rapid test νεοχώρι θετικό κρούσμα -,thoupou,"Kalamata - Athens, Greece",1,#Εξωχώρι #Μάνης-Ένα
422,all star yfsf: αναβάλλεται δεύτερη φορά πρεμιέρα - εντοπίστηκε κρούσμα κορωνοϊού,pronewsgr,,1,No hashtags
423,επιβεβαιώθηκε κρούσμα κορωνοϊού μουσικό σχολείο σερρώνπερισσοτερα: όλη ενημέρωση…,VoiceSerres,,1,No hashtags
424,ζάκυνθος: και τρίτο κρούσμα ζάκυνθο -,StartmediaCorfu,"Κέρκυρα, Ελλάς",1,No hashtags
425,all star yfsf: δεύτερη αναβολή πρεμιέρα - βρέθηκε νέο κρούσμα κορονοϊού,News247gr,Athens,1,No hashtags
426,"κρουσμα yourfac διαβαζω... αναβολη ρε γαμωτο? αντε, περιμενουμε πως!",eleni9eton,Greece,1,No hashtags
427,πέντε νοσηλευόμενοι κορωνοϊό νοσοκομείο αργοστολίου -ακόμη κρούσμα καταγράφτηκε σήμερα -…,StartmediaCorfu,"Κέρκυρα, Ελλάς",1,No hashtags
428,Το δεύτερο κρούσμα.,AthForthnet,,1,No hashtags
429,αναστάτωση δικαστήρια πύργου κρούσμα κορονοϊού δικαστικό πάτρα -,DeteGrPatras,"Patras, Greece",1,No hashtags
430,ένα κρούσμα μαθήτριας γυμνάσιο αργυράδων- 3 καθηγητές μελ,XONDROGIANNI,CORFU GREECE,1,#Κέρκυρα:
431,κέρκυρα: ένα κρούσμα μαθήτριας γυμνάσιο αργυράδων- 3 καθηγητές μελ,XONDROGIANNI,CORFU GREECE,1,No hashtags
432,3ο κρούσμα παράλυσης κάτω άκρων αμέσως εμβολιασμό,TheoklitosRidas,"Θεσσαλονίκη, Ελλάς",1,No hashtags
433,Το δεύτερο κρούσμα.,dermentzi1955,"Δράμα, Ελλάς",1,No hashtags
434,μήπως πας καλύτερα νοσοκομείο μήπως είσαι κρούσμα covid ; Σε τόσες πορείες διαδηλώσεις ερυθρ…,konmanol1,"Αλεξανδρούπολη, Ελλάς",1,No hashtags
435,πάλι κρούσμα πάλι αναβολή!!! Εμ καθίστε λίγο στ αυγα ...,Kikiraft,Athens,1,#yfsf_ant1
436,πάει. Αν πάνε μυρσίνη νοσοκομείο δηλώσουν θετικό κρούσμα covid. κάτι ήξερε πήγαινε .,000_xanax,Τιμπουκτού,1,#AgriesMelisses
437,νέο κρούσμα εργαζόμενο νοσοκομείου κρήτης,thestival,Thessaloniki,1,No hashtags
438,κρήτη: νέο κρούσμα εργαζόμενο νοσοκομείου -,Speedynewsgr,Greece,1,No hashtags
439,κέρκυρα. ένα κρούσμα covid – 5 άτομα νοσοκομείο,SporadesTv,sporades,1,No hashtags
440,κέρκυρα: ένα κρούσμα μαθήτριας γυμνάσιο αργυράδων.,corfutvnews,"Κέρκυρα, Ελλάς",1,No hashtags
441,κέρκυρα: ένα κρούσμα μαθήτριας γυμνάσιο αργυράδων- 3 καθηγητές μελ,kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
442,ένα κρούσμα μαθήτριας γυμνάσιο αργυράδων- 3 καθηγητές μελ,kerkyrasimera,"Κέρκυρα, Ελλάς",1,#Κέρκυρα:
443,κορονοϊος: ενα θετικο κρουσμα ΣΕ στρατιωτη παλι,chiospress,chios,1,No hashtags
444,εκλεισαν σχολεία ληξούρι λόγω κρουσμάτων αλλά εοδυ ανακοίνωσε μονο κρούσμα κεφαλονιά,kefaloniapress,"Kefalonia, Greece ",1,No hashtags
445,νέο κρούσμα κωρονοϊού εργαζόμενο νοσοκομείου,TheNewspaper8,Ελλάς,1,No hashtags
446,τραγικό! κλείνουν σχολεία ληξούρι λόγω κρουσμάτων αλλά εοδυ ανακοίνωσε κρούσμα κεφαλονιά!!,kefaloniapress,"Kefalonia, Greece ",1,No hashtags
447,ένα κρούσμα χίο,AlithiaChios,"Χίος, Ελλάς",1,No hashtags
448,κέρκυρα- κρούσμα covid-19 γυμνάσιο λύκειο αργυράδων -,StartmediaCorfu,"Κέρκυρα, Ελλάς",1,No hashtags
449,μόνο κρούσμα ανακοίνωσε σήμερα εοδυ κεφαλονιά,kefaloniapress,"Kefalonia, Greece ",1,No hashtags
450,1 κρούσμα κέρκυρα.,corfutvnews,"Κέρκυρα, Ελλάς",1,No hashtags
451,πέντε νοσηλευόμενοι κορωνοϊό νοσοκομείο αργοστολίου -ακόμη κρούσμα καταγράφτηκε σήμερα,ekefalonianet,KEFALONIA,1,No hashtags
452,ένα νέο κρούσμα τρίτη κέρκυρα - ενημερωση On line,enimerosi_news,Corfu,1,No hashtags
453,στο φοίνικας - παοκ έχει κρούσμα;ο παοκ είναι νησί δευτέρα...,gilaz79,chania-thessaloniki,1,No hashtags
454,ανάστατοι γονείς 7ου γυμνασίου καβάλας κρούσμα κορωνοϊού 2ο λύκειο μέσω,KavalaWebNewsGR,Kavala - Greece,1,No hashtags
455,ηπειρος-ειδηση: ηγουμενίτσα: κλειστό 2ο νηπιαγωγείο κρούσμα κορονοϊού νήπιο: κλειστό παραμείνει…,ioannina24,Ioannina,1,No hashtags
456,ηγουμενίτσα: κλειστό 2ο νηπιαγωγείο κρούσμα κορονοϊού νήπιο,SporadesTv,sporades,1,No hashtags
457,ηγουμενίτσα: κλειστό 2ο νηπιαγωγείο κρούσμα κορονοϊού νήπιο,vasoggr,"Igoumenitsa, Greece",1,No hashtags
458,τηλεοπτική εξέλιξη: βρέθηκε θετικό κρούσμα ματαιώνεται αυτή εβδομάδα πρεμιέρα familiar ! | newsp…,HarisLebidakis,journalism - Newspistol.gr ,1,No hashtags
459,βρειτε εδώ link έκτακτη συνέντευξη τύπου θάνατο συναδέλφου δεκάδες καταστήματα…,oikodomos60,Παγκράτι ,1,#κρουσματα
460,βρειτε εδώ link έκτακτη συνέντευξη τύπου θάνατο συναδέλφου δεκάδες καταστήματα…,lianalk3,,1,#κρουσματα
461,"κορονοϊοσδεκάδες κρούσματασε ιδιωτικές κλινικές, γηροκομεία φυλακές#πανδημια",giannischa1951,Αιγάλεω,1,#κορονοιος…
462,κορονοϊός: Η έγκαιρη χορήγηση πλάσματος ηλικιωμένους μείωσε πιθανότητα σοβαρής νόσησης | mononew,mononewsgr,"Αττική, Ελλάς",1,#mononewsGR
463,κορονοϊός: συρροή κρουσμάτων μονάδα φροντίδας ηλικιωμένων γέρακα (βίντεο) -,irafinagr,,1,No hashtags
464,κορονοϊός: συναγερμός δεκάδες κρούσματα κλινική πειραιά γηροκομείο γέρακα,tromaktiko_blog,Athens,1,No hashtags
465,κορονοϊός: συναγερμός δεκάδες κρούσματα κλινική πειραιά γηροκομείο γέρακα,GPantool,Greece,1,No hashtags
466,κορονοϊός : που εντοπίζονται χθεσινά κρούσματα βοιωτία,ThivaRealnews,ΘΗΒΑ REAL NEWS,1,No hashtags
467,μαλεσίνα – κορονοϊός: ολοταχώς σκληρό lockdown λόγω «έκρηξης» κρουσμάτων - -,vimapress,Hellas,1,No hashtags
468,κορονοϊός: συναγερμός πειραιά - περισσότερα 70 κρούσματα ιδιωτική κλινική,elenkitsopoulou,"Las Palmas de Gran Canaria, España",1,No hashtags
469,"κορονοϊός: συναγερμός ""έκρηξη"" κρουσμάτων - προς παράταση lockdown",elenkitsopoulou,"Las Palmas de Gran Canaria, España",1,No hashtags
470,"νομίζω μάλλον έχω πολύ μυστήριο θανατηφόρο “κάτι” αλλά ‘ντάξει είναι κορονοϊός, τσέκαρα βότκα.",annamar51806510,,1,No hashtags
471,"νομίζω μάλλον έχω πολύ μυστήριο θανατηφόρο “κάτι” αλλά ‘ντάξει είναι κορονοϊός, τσέκαρα βότκα.",eleni_gnt,Athens Greece,1,No hashtags
472,ελλαδα-κοσμος κορονοϊός: θετικός ιό μανώλης κονταρός - Η ανάρτησή social media: θετικός κορονοϊ…,ioannina24,Ioannina,1,No hashtags
473,είσαι χαμένος ; μονο κορονοϊος υπάρχει ; Τι συνέβη εξαφανίστηκες ;,NoHope_NoFear_,"37.938752,23.742075",1,No hashtags
474,κορονοϊός: συναγερμός κλινική πειραιά 70 κρούσματα,reportergr,"Athens, Greece",1,#covid #greece #Covid_19
475,κορονοϊός: γιατί αυξάνονται εισαγωγές παιδιών covid-19 νοσοκομεία,DIOGENISCHARALA,KAVALA,1,No hashtags
476,εγχώρια 14 ημερών χανιά: 50 ρέθυμνο: 240 ηράκλειο: 298 λασίθι: 30🗃…,xoristrastimesi,,1,#Κρήτη: #κρουσματα
477,"23/02/21 -  νέα +6 (3,83*)ρ: +18 (21,03*) ‼️η: +32 (10,47*) ‼️λ: +3 (3,98*)*…",xoristrastimesi,,1,#Κρήτη: #κρουσματαΧ:
478,"νομίζω μάλλον έχω πολύ μυστήριο θανατηφόρο “κάτι” αλλά ‘ντάξει είναι κορονοϊός, τσέκαρα βότκα.",a_strAnge_smile,,1,No hashtags
479,κορονοϊός: συναγερμός πειραιά - περισσότερα 70 κρούσματα ιδιωτική κλινική,NChatzinikolaou,Athens-Greece,1,No hashtags
480,κορονοϊός: θετικός ιό μανώλης κονταρός - Η ανάρτησή social medium,NChatzinikolaou,Athens-Greece,1,No hashtags
481,κορονοϊός: 18 κρούσματα κορινθία – Ο χάρτης διασποράς,loutraki365,,1,No hashtags
482,"επιτελική μυστικοπάθεια... κρατούσε «μυστικά» κρούσματα έγινε διασπορά, βάζοντας κίνδυνο υγεία εργαζομένων…",Leni38489877,,1,No hashtags
483,"κορονοϊός: ""επικίνδυνη"" αύξηση κρουσμάτων &amp; διασωληνωμένων σήμερα - εκτινάχθηκαν 25 νέα κάλυμνο - 7 ρόδ…",periodikonisos,Kos,1,No hashtags
484,κορονοϊός: συναγερμός πειραιά - 70 κρούσματα ιδιωτική κλινική,Mpoufakoscom,,1,No hashtags
485,κορονοϊός: πάνω 70 κρούσματα ιδιωτική κλινική πειραιά,RealTime_eu,"Greece, France, New York, MC.",1,No hashtags
486,κορονοϊός: δεκάδες κρούσματα ιδιωτική κλινική,SKGallios,Thessaloniki,1,No hashtags
487,κορονοϊός: δεκάδες κρούσματα ιδιωτική κλινική,parallaximag,"Thessaloniki, Greece",1,No hashtags
488,"περαστικά ρε θηριο, πανε.αν νομιζω κορονοιος πάτησε σου. Θα φύγει αρον αρον, θ αντέξει",Konsilieros,,1,No hashtags
489,κορονοϊός: τουλάχιστον 70 κρούσματα ιδιωτική κλινική «ζηλάκου» πειραιά,directnewsgr,Greece ,1,No hashtags
490,σαρώνει σχολή αστυφυλάκων διδυμοτείχου κορονοϊός,radioevros,Orestiada Greece,1,No hashtags
491,κορονοϊός: συναγερμός πειραιά - περισσότερα 70 κρούσματα ιδιωτική κλινική,agnister11,marousi athina..santorini,1,No hashtags
492,κορονοϊός: συναγερμός πειραιά - περισσότερα 70 κρούσματα ιδιωτική κλινική,taxydromosvolos,Βόλος Ελλάδα,1,No hashtags
493,κορονοϊός: τουλάχιστον 70 κρούσματα ιδιωτική κλινική πειραιά (video),IonioPortal,,1,No hashtags
494,συναγερμός δεκάδες κρούσματα ιδιωτική κλινική,Kouti_Pandoras,Athens,1,#κορονοιος
495,συναγερμός δεκάδες κρούσματα ιδιωτική κλινική,hotdoc_mag,,1,#κορονοιος
496,"κορονοιός: 25 νέα κρούσματα π.ε καλύμνου, 7 π.ε ρόδου κορονοιός-25-νέα-κρούσματα-στην-π-ε-καλύ/",rodosreport,Ρόδος,1,No hashtags
497,"όσο γινόταν χαμός θεσ/νίκη, βλέπαμε ρεπόρτερ νοσοκομεία &amp; μεθ, ασθενείς παράθυρα, ουρές, παράπονα.τώ…",MoreCoalPlease,,1,No hashtags
498,κορονοϊός: συναγερμός κλινική πειραιά 70 κρούσματα,reportergr,"Athens, Greece",1,No hashtags
499,είναι κορονοιός αιτία; χτες εμφανίστηκε 1oκρούσμα μήνες. είναι ότι κορυδαλλός είναι μόνο υπ…,sisyfos73,,1,No hashtags
500,"Με 55543 τεστ λογικό έχουμε τόσα κρούσματα ,την άλλη φορά κάντε 100.000 τεστ άντε πρόβατα",1mpress1on,,1,#ΝΔ_ξεφτιλες #κορονοϊός #loc…
